Lettre;Utilisé dans le Logotron;Niv.;_ Racine;Préfixe;Suffixe;Sens;Etymologie;Unicité;Explication;Exemples;Origine;Frequence;Exclusivité;RechercheV;;RechercheV;;Sens multiple
D;1;1;didactique;;-didactique;enseignement;;didacte;;;;Rare;;;1;-didactique;1;FALSE
D;2;1;didactisme;;-didactisme;enseignement;;didacte;;;;Rare;;;2;-didactisme;2;FALSE
D;2;3;didyme;;-didyme;double;Du grec ancien δίδυμος, dídumos (« double, jumeau ») qui donne didyme.;;;épididyme;Grec;Rare;;;2;-didyme;2;FALSE
D;1;2;digit;digit-;;le doigt;Du latin digitus (« doigt »).;digito;;digital;Latin;Rare;;digit-;1;;1;FALSE
D;1;2;digiti;digiti-;;le doigt;Du latin digitus (« doigt »).;digito;;digitiforme;Latin;Rare;;digiti-;1;;1;FALSE
D;2;2;digito;digito-;;le doigt;Du latin digitus (« doigt »).;digito;;digitoxine;Latin;Rare;;digito-;2;;2;FALSE
D;2;2;dino;dino-;;terrible;Du grec ancien δεινός, deinós (« terrible »).;;;dinausaure;Grec;Rare;;dino-;2;;2;FALSE
D;2;3;diplo;diplo-;;double;Du grec ancien διπλόος, diplóos (« double »).;diplo;;;Grec;Frequent;;diplo-;2;;2;FALSE
D;2;2;dis;dis-;;la séparation;Apparenté au grec δυσ-, dus-, à duo (« deux ») → voir bis.;;;;Grec;Moyen;;dis-;2;;2;FALSE
D;2;1;disco;disco-;;le disque;;;;;;Moyen;;disco-;2;;2;FALSE
D;2;3;dodéca;dodéca-;;douze;Du grec ancien δώδεκα, dōdeka (« douze »).;;;dodécaèdre;Grec;Moyen;;dodéca-;2;;2;FALSE
D;1;2;domo;domo-;;la maison;Du latin domus (« maison »).;;Terme du 20ème siècle;domotique;Latin;Rare;;domo-;1;;1;FALSE
D;1;2;dosi;dosi-;;la dose;Du latin dosis, emprunt savant au grec δόσις, dósis (« don, action de donner »).;;;dosimètre;Latin;Rare;;dosi-;1;;1;FALSE
D;2;2;doxe;;-doxe;opinion;;;;;;Moyen;;;2;-doxe;2;FALSE
D;2;2;doxie;;-doxie;opinion;;;;;;Rare;;;2;-doxie;2;FALSE
D;2;2;doxo;doxo-;;l'opinion;;;;;;Moyen;;doxo-;2;;2;FALSE
D;2;1;drame;;-drame;théâtre;Du latin drama, du grec δρᾶμα drama (« action jouée sur scène, pièce de théâtre »).;;;;Latin;Moyen;;;2;-drame;2;FALSE
D;2;1;drome;;-drome;piste;Du grec ancien δρόμος, drómos (« course »).;drome;;;Grec;Frequent;;;2;-drome;2;FALSE
D;2;1;dromie;;-dromie;course;Du grec ancien δρόμος, drómos (« course »).;drome;;;Grec;Moyen;;;2;-dromie;2;FALSE
D;2;1;dromo;dromo-;;le coureur / la voie;Du grec ancien δρόμος, drómos (« course »).;drome;;dromomane, dromotrope, dromophobie, dromonyme;Grec;Moyen;;dromo-;2;;2;FALSE
D;2;2;duc;;-duc;conduit;Du latin ductus, de duco (« tirer, conduire »).;duc;;;Latin;Rare;;;2;-duc;2;FALSE
D;2;2;ducteur;;-ducteur;qui conduit;Du latin ductus, de duco (« tirer, conduire »).;duc;;;Latin;Moyen;;;2;-ducteur;2;FALSE
D;2;2;ductrice;;-ductrice;qui conduit;Du latin ductus, de duco (« tirer, conduire »).;duc;;;Latin;Moyen;;;2;-ductrice;2;FALSE
D;2;1;duo;duo-;;deux;De l’italien duo;;;duopole;Italien;Rare;;duo-;2;;2;FALSE
D;1;2;duodén;duodén-;;le duodénum;Du latin duodēnum digitōrum (« [organe long de] douze doigts »).;;Partie qui relie l’estomac à l’intestin grêle;gastroduodénectomie;Latin;Moyen;;duodén-;1;;1;FALSE
D;2;2;duodéno;duodéno-;;le duodénum;Du latin duodēnum digitōrum (« [organe long de] douze doigts »).;;Partie qui relie l’estomac à l’intestin grêle;cholécystoduodénostomie;Latin;Moyen;;duodéno-;2;;2;FALSE
D;2;3;dyme;;-dyme;double;Du grec ancien δίδυμος, dídumos (« double, jumeau ») qui donne didyme.;;;hétérodyme;Grec;Rare;;;2;-dyme;2;FALSE
D;1;2;dynam;dynam-;;la force;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;aérodynamisme;Grec;Rare;;dynam-;1;;1;FALSE
D;1;2;dynamique;;-dynamique;mouvement;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;;Grec;Frequent;;;1;-dynamique;1;FALSE
D;2;2;dynamisme;;-dynamisme;mouvement;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;;Grec;Rare;;;2;-dynamisme;2;FALSE
D;2;2;dynamo;dynamo-;;la force;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;;Grec;Frequent;;dynamo-;2;;2;FALSE
D;2;2;dyne;;-dyne;énergie;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;;Grec;Moyen;;;2;-dyne;2;FALSE
D;2;2;dynie;;-dynie;énergie;Du grec ancien δύναμις, dúnamis (« force, puissance »).;dyne;;;Grec;Frequent;;;2;-dynie;2;FALSE
D;2;2;dys;dys-;;le trouble;Du grec ancien δυσ-, dus- qui exprime une idée de difficulté, de mauvais état.;;;;Grec;Frequent;;dys-;2;;2;FALSE
É;2;3;échino;échino-;;l'épine;Du grec ancien ἐχῖνος, échinos (« épine »).;échino;;échinoderme;Grec;Moyen;;échino-;2;;2;FALSE
É;2;1;écho;écho-;;l'écho;Du latin echo, lui-même du grec ancien ἠχώ, êkhố.;;;;Latin;Frequent;;écho-;2;;2;FALSE
É;1;1;éco;éco-;;la maison -> l'écologie / l'économie;Du grec ancien οἶκος, oîkos (« maison, habitat »).;;Par extension, désigne tout ce qui est relatif à la gestion d'un ensemble où vivent un grand nombre de personnes ou d'êtres vivants : l'économie ou l'écologie;;Grec;Frequent;;éco-;1;;1;FALSE
É;2;1;écolo;écolo-;;la maison -> l'écologie;Du grec ancien οἶκος, oîkos (« maison, habitat »).;;;;Moderne;Absent;;écolo-;2;;2;FALSE
É;2;1;écono;écono-;;la maison -> l'économie;Du grec ancien οἶκος, oîkos (« maison, habitat »).;;;;Moderne;Moyen;;écono-;2;;2;FALSE
E;2;3;ectasie;;-ectasie;dilatation;Du grec ancien έκτασις, ektasis (« dilatation »).;;;;Grec;Moyen;;;2;-ectasie;2;FALSE
E;2;3;ecto;ecto-;;au dehors;Du grec ancien ἐκτὸς, ektos (« au dehors »).;;;;Grec;Frequent;;ecto-;2;;2;FALSE
E;2;2;ectomie;;-ectomie;ablation;Du grec ancien ἐκτομή, ektomê (« excision »).;;;;Grec;Frequent;;;2;-ectomie;2;FALSE
È;2;2;èdre;;-èdre;base -> face;Du grec ancien ἕδρα, hedra (« siège, base », et par extension « face d'un solide »).;;;;Grec;Frequent;;;2;-èdre;2;FALSE
É;2;1;égo;égo-;;le moi;Du latin ego (« je, moi »).;;;égocentrique;Grec;Moyen;;égo-;2;;2;FALSE
É;1;1;élastique;;-élastique;élastique;;;;;;Moyen;;;1;-élastique;1;FALSE
É;1;1;électr;électr-;;l'ambre -> l'électricité;Apocope de électricité. De l’anglais electricity, du latin electricus, lui-même dérivé de electrum (« ambre ») avec le suffixe -icus, créé par William Gilbert en 1600.;électricité;;;Latin;Rare;;électr-;1;;1;FALSE
É;1;1;électrique;;-électrique;électrique;Apocope de électricité. De l’anglais electricity, du latin electricus, lui-même dérivé de electrum (« ambre ») avec le suffixe -icus, créé par William Gilbert en 1600.;électricité;;;Latin;Frequent;;;1;-électrique;1;FALSE
É;2;1;électro;électro-;;l'ambre -> l'électricité;Apocope de électricité. De l’anglais electricity, du latin electricus, lui-même dérivé de electrum (« ambre ») avec le suffixe -icus, créé par William Gilbert en 1600.;électricité;;électroencéphalographie;Latin;Frequent;;électro-;2;;2;FALSE
É;1;1;électron;électron-;;l'ambre -> l'électricité;Apocope de électricité. De l’anglais electricity, du latin electricus, lui-même dérivé de electrum (« ambre ») avec le suffixe -icus, créé par William Gilbert en 1600.;électricité;;électronique;Latin;Moyen;;électron-;1;;1;FALSE
E;2;1;embryo;embryo-;;l'embryon;;;;;;Frequent;;embryo-;2;;2;FALSE
É;2;3;émie;;-émie;sang;Du grec ancien αἷμα, αἵματος, haíma, haímatos (« sang »).;;;;Grec;Frequent;;;2;-émie;2;FALSE
E;2;2;enaire;;-enaire;agé(e);Du latin -enarius, par ex. dans centenarius (centenaire) « de cent, qui contient cent ».;enaire;;centenaire;Latin;Moyen;;;2;-enaire;2;FALSE
É;2;2;énaire;;-énaire;agé(e);Du latin -enarius, par ex. dans millenarius (millénaire) « qui comprend mille ».;enaire;;millénaire;Latin;Absent;;;2;-énaire;2;FALSE
É;2;3;énantio;énantio-;;l'opposé(e);Du grec ancien ἐναντίος, enantίos (« opposé »).;;;énantiosémie;Grec;Moyen;;énantio-;2;;2;FALSE
E;1;2;encéphal;encéphal-;;le cerveau;Du grec ancien ἐγκέφαλος, enképhalos (« cerveau »).;;;;Grec;Moyen;;encéphal-;1;;1;FALSE
E;2;2;encéphalo;encéphalo-;;le cerveau;Du grec ancien ἐγκέφαλος, enképhalos (« cerveau »).;;;;Grec;Frequent;;encéphalo-;2;;2;FALSE
E;2;2;endo;endo-;;à l'intérieur;;;;;;Frequent;;endo-;2;;2;FALSE
E;2;3;ennéa;ennéa-;;neuf (neuve);Du grec ancien ἐννέα, ennéa (« neuf »).;;;ennéagramme;Grec;Moyen;;ennéa-;2;;2;FALSE
E;1;3;entér;entér-;;l'intestin;Du grec ancien ἔντερον, enteron (« intestin »).;;;;Grec;Moyen;;entér-;1;;1;FALSE
E;2;3;entère;;-entère;intestin;Du grec ancien ἔντερον, enteron (« intestin »).;;;;Grec;Absent;;;2;-entère;2;FALSE
E;2;3;entéro;entéro-;;l'intestin;Du grec ancien ἔντερον, enteron (« intestin »).;;;;Grec;Frequent;;entéro-;2;;2;FALSE
E;2;2;entomo;entomo-;;l'insecte;Du grec ancien ἔντομα, éntoma (« insectes »), de ἔντομος, éntomos, « incisé, entaillé ».;;;;Grec;Moyen;;entomo-;2;;2;FALSE
E;1;1;entre;entre-;;entre;Du latin inter- (« entre »).;inter;;;Latin;Rare;;entre-;1;;1;FALSE
É;2;2;épi;épi-;;sur;Du grec ancien ἐπί, epí (« sur »).;;;;Grec;Frequent;;épi-;2;;2;FALSE
É;2;2;épidémio;épidémio-;;sur la population -> l'épidémie;Du latin epidemia, dérivé du grec epi (« au-dessus », « parmi »), et demos (« peuple », « district »).;;;épidémiologie;Latin;Rare;;épidémio-;2;;2;FALSE
É;2;3;épistémo;épistémo-;;la science;Du grec ancien ἐπιστήμη, epistêmê (« science »).;;;épistémologie;Grec;Moyen;;épistémo-;2;;2;FALSE
É;2;1;équi;équi-;;l'égal;Du latin aequus (« égal »).;;;;Latin;Moyen;;équi-;2;;2;FALSE
E;1;2;erg;erg-;;le travail;Du grec ancien ἔργον, érgon (« travail »).;ergo;;;Grec;Moyen;;erg-;1;;1;FALSE
E;1;2;ergie;;-ergie;travail;Du grec ancien ἔργον, érgon (« travail »).;ergo;;;Grec;Moyen;;;1;-ergie;1;FALSE
E;2;2;ergo;ergo-;;le travail;Du grec ancien ἔργον, érgon (« travail »).;ergo;;;Grec;Moyen;;ergo-;2;;2;FALSE
É;2;2;éro;éro-;;le désir;Du grec ancien ἔρως, érôs (« amour, désir »).;;;érogène;Grec;Moyen;;éro-;2;;2;FALSE
É;0;1;érotico;érotico-;;l'érotisme;;;;;Néologisme amusant;Absent;;érotico-;0;;0;FALSE
É;2;2;éroto;éroto-;;l'érotisme;Du grec ancien ἔρως, érôs (« amour, désir »).;;;érotomane;Grec;Moyen;;éroto-;2;;2;FALSE
É;1;3;érythr;érythr-;;rouge;Du grec ancien ἐρυθρός, e̍rythrós (« rouge »).;érythro;;;Grec;Moyen;;érythr-;1;;1;FALSE
É;2;3;érythro;érythro-;;rouge;Du grec ancien ἐρυθρός, e̍rythrós (« rouge »).;érythro;;;Grec;Frequent;;érythro-;2;;2;FALSE
E;1;1;esse;;-esse;qualité;Du latin -itia.;esse (itia);;sagesse;Latin;Absent;;;1;-esse;1;FALSE
E;1;1;esse;;-esse;féminin;Du latin -issa emprunté au grec.;esse (issa);;ânesse;Latin;Absent;;;1;-esse;1;TRUE
E;2;2;esthésie;;-esthésie;sensation;Du grec ancien αἴσθησις, aísthesis (« sensation »).;;;anesthésie;Grec;Frequent;;;2;-esthésie;2;FALSE
E;2;2;ethno;ethno-;;le peuple;Du grec ancien ἔθνος, éthnos (« famille, tribu, nation, pays »).;ethno;;ethnologie;Grec;Frequent;;ethno-;2;;2;FALSE
É;2;3;étio;étio-;;la cause;Du grec ancien αἰτιο, aitio (« cause »).;;;étiologie;Grec;Moyen;;étio-;2;;2;FALSE
É;0;2;étymo;étymo-;;le sens véritable;Du grec ancien ἐτυμολογία, etymología (« sens véritable, étymologie »).;;Un seul mot trouvé : non retenu;étymologie;Grec;Absent;;étymo-;0;;0;FALSE
E;1;3;eu;eu-;;bien / véritable;Du grec ancien εὖ, eú (« bien, bon, vrai »).;;;euphorie;Grec;Frequent;;eu-;1;;1;FALSE
E;1;2;eur;;-eur;agent / qualité;Du latin -or ou -ator qui donne -our en ancien français, puis -eur en moyen français.;;;;Latin;Frequent;;;1;-eur;1;FALSE
E;1;2;euro;euro-;;l'euro;Apocope de Europe : Du latin Europa, issu du grec ancien Εὐρώπη, Eurốpê.;;;europhile, eurocrate;Moderne;Moyen;;euro-;1;;1;FALSE
E;1;2;euse;;-euse;agente / qualité;Le féminin -euse a pour origine le latin -osa lorsque -eur s’est confondu phonétiquement avec -eux et a éliminé -eresse.;;;;Latin;Frequent;;;1;-euse;1;FALSE
E;1;2;eux;;-eux;agent / qualité;Du latin -osus, suffixe adjectival signifiant « plein de », « qui a beaucoup de ».;;;;Latin;Frequent;;;1;-eux;1;FALSE
E;2;3;exa;exa-;;six -> un milliard de milliards (10^18 = 1000^6);Du grec ancien ἕξ, hex, « six », omettant le h à la façon de téra- (qui omet le t médial de tétra), car 10^18 = 1000^6.;;;exajoule;Grec;Absent;;exa-;2;;2;FALSE
E;2;2;exo;exo-;;en dehors;Du grec ancien ἔξω, éxo (« hors de »).;exo;;;Grec;Frequent;;exo-;2;;2;FALSE
E;2;1;extra;extra-;;en dehors;Du latin extra (« extérieur à »).;extra;;;Latin;Moyen;;extra-;2;;2;FALSE
F;2;2;facho;facho-;;le fasciste;De l’italien fascista, lui-même de fascio (« faisceau »), symbole de l’Empire romain repris vers 1919 par les milices squadristes de Mussolini.;;;fachosphère;Italien;Rare;;facho-;2;;2;FALSE
F;2;3;femto;femto-;;quinze -> 10^15;Du danois et du norvégien femten (« quinze »), car 10^15.;;;femtoseconde;Danois;Absent;;femto-;2;;2;FALSE
F;2;2;fère;;-fère;porter;Du latin ferre (« porter »).;;;somnifère;Latin;Frequent;;;2;-fère;2;FALSE
F;1;1;ferri;ferri-;;le fer;Du latin ferrum (« fer »).;;;ferrimagnétisme;Latin;Moyen;;ferri-;1;;1;FALSE
F;2;1;ferro;ferro-;;le fer;Du latin ferrum (« fer »).;;;ferromagnétique;Latin;Moyen;;ferro-;2;;2;FALSE
F;2;1;fibro;fibro-;;à l’extrémité -> la fibre;Du latin fibra, de fiber (« qui est à l’extrémité »).;;;fibroscopie;Latin;Frequent;;fibro-;2;;2;FALSE
F;2;1;fiscalo;fiscalo-;;fiscal;Du latin fiscalis (« relatif au fisc »).;;;fiscalomasochiste;Néologisme amusant;Absent;;fiscalo-;2;;2;FALSE
F;2;2;fixe;;-fixe;fixer;Du latin fixus, qui vient du participe passé du verbe figere (« fixer » ou « attacher »).;;;préfixe, suffixe;Latin;Moyen;;;2;-fixe;2;FALSE
F;1;1;flor;flor-;;la fleur;Du latin Flora (« Flore »).;flore;;;Latin;Rare;;flor-;1;;1;FALSE
F;2;1;flore;;-flore;fleur;Du latin Flora (« Flore »).;flore;;;Latin;Moyen;;;2;-flore;2;FALSE
F;2;1;flori;flori-;;la fleur;Du latin Flora (« Flore »).;flore;;;Latin;Moyen;;flori-;2;;2;FALSE
F;1;2;fluor;fluor-;;le fluor;;;;;;Moyen;;fluor-;1;;1;FALSE
F;2;2;fluori;fluori-;;le fluor;;;;;;Rare;;fluori-;2;;2;FALSE
F;2;2;fluoro;fluoro-;;le fluor;;;;;;Moyen;;fluoro-;2;;2;FALSE
F;0;3;for;for-;;hors;De l’ancien français for-.;for;;forfaiture;Français;Absent;;for-;0;;0;FALSE
F;2;1;forme;;-forme;forme;Du latin forma (« ensemble des caractéristiques extérieures de quelque chose »).;forme;;;Latin;Frequent;;;2;-forme;2;FALSE
F;2;1;formisme;;-formisme;forme;Du latin forma (« ensemble des caractéristiques extérieures de quelque chose »).;forme;;;Latin;Moyen;;;2;-formisme;2;FALSE
F;0;3;four;four-;;hors;De l’ancien français for-.;for;;fourvoyer;Français;Absent;;four-;0;;0;FALSE
F;1;2;fruct;fruct-;;le fruit;Du latin fructus (« fruit »).;fructi;;;Latin;Absent;;fruct-;1;;1;FALSE
F;2;2;fructi;fructi-;;le fruit;Du latin fructus (« fruit »).;fructi;;;Latin;Rare;;fructi-;2;;2;FALSE
F;2;3;frugi;frugi-;;le fruit;Du latin fructus (« fruit »).;frugi;;;Latin;Rare;;frugi-;2;;2;FALSE
F;2;2;fuge;;-fuge;fuite;Du latin fuga (« fuite »).;;Qui fuit ou fait fuir, éloigne;centrifuge;Latin;Moyen;;;2;-fuge;2;FALSE
F;2;2;fumi;fumi-;;la fumée;Du latin fumus (« fumée »).;;;fumigène;Latin;Rare;;fumi-;2;;2;FALSE
F;2;2;fumisto;fumisto-;;la fumée;Du latin fumus (« fumée »).;;;fumistologue;Néologisme amusant;Absent;;fumisto-;2;;2;FALSE
F;2;1;futuro;futuro-;;le futur;Du latin futurus (« futur, à venir »), participe futur de sum (« être »).;;;futorologie;Moderne;Rare;;futuro-;2;;2;FALSE
G;2;3;gale;;-gale;lait;Du grec ancien γάλα, gála (« lait »).;gala;;;Grec;Moyen;;;2;-gale;2;FALSE
G;2;2;game;;-game;marié;;game;;;;Frequent;;;2;-game;2;FALSE
G;2;2;gamie;;-gamie;mariage;;game;;;;Frequent;;;2;-gamie;2;FALSE
G;1;2;gastr;gastr-;;le ventre;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Moyen;;gastr-;1;;1;FALSE
G;2;2;gastre;;-gastre;ventre / estomac;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Moyen;;;2;-gastre;2;FALSE
G;2;2;gastri;gastri-;;le ventre;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Moyen;;gastri-;2;;2;FALSE
G;2;2;gastrie;;-gastrie;ventre / estomac;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Rare;;;2;-gastrie;2;FALSE
G;1;2;gastrique;;-gastrique;ventre / estomac;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Moyen;;;1;-gastrique;1;FALSE
G;2;2;gastro;gastro-;;le ventre;Du grec ancien γαστήρ, gaster (« ventre, estomac »).;gastro;;;Grec;Frequent;;gastro-;2;;2;FALSE
G;2;3;gée;;-gée;terre;Du grec ancien γῆ, gễ (« la Terre »).;;;apogée;Grec;Moyen;;;2;-gée;2;FALSE
G;1;2;gén;gén-;;la race;Du grec ancien γένος, génos (« race ») de γίγνομαι, gígnomai (« engendrer ») qui (comme le latin genus, gigno → voir indigène) donne de nombreux dérivés.;gène;;;Grec;Frequent;;gén-;1;;1;FALSE
G;2;2;génaire;;-génaire;agé(e);Du latin -genarius, par ex. dans quadragenarius (quadragénaire).;;;quadragénaire;Latin;Moyen;;;2;-génaire;2;FALSE
G;2;2;gène;;-gène;générateur / origine;Du grec ancien γένος, génos (« race ») de γίγνομαι, gígnomai (« engendrer ») qui (comme le latin genus, gigno → voir indigène) donne de nombreux dérivés.;gène;;;Grec;Frequent;;;2;-gène;2;FALSE
G;2;2;genèse;;-genèse;création;Du latin genesis, emprunté au grec ancien γένεσις, génesis (« création »).;gène;;;Latin;Frequent;;;2;-genèse;2;FALSE
G;1;2;génèse;;-génèse;création;Du latin genesis, emprunté au grec ancien γένεσις, génesis (« création »).;gène;Variante orthographique;;Latin;Absent;;;1;-génèse;1;FALSE
G;2;2;génésie;;-génésie;création;Du latin genesis, emprunté au grec ancien γένεσις, génesis (« création »).;gène;;;Latin;Moyen;;;2;-génésie;2;FALSE
G;2;2;génétique;;-génétique;création;Du latin genesis, emprunté au grec ancien γένεσις, génesis (« création »).;gène;;;Latin;Frequent;;;2;-génétique;2;FALSE
G;2;2;génie;;-génie;développement;Du grec ancien -γένεια, -géneia (voir -gène et -ie).;gène;;;Grec;Frequent;;;2;-génie;2;FALSE
G;1;2;génique;;-génique;développement;Du grec ancien -γένεια, -géneia (voir -gène et -ie).;gène;;;Grec;Frequent;;;1;-génique;1;FALSE
G;2;2;génisme;;-génisme;développement;Du grec ancien -γένεια, -géneia (voir -gène et -ie).;gène;;;Grec;Moyen;;;2;-génisme;2;FALSE
G;2;2;géno;géno-;;la race;Du grec ancien γένος, génos (« race ») de γίγνομαι, gígnomai (« engendrer ») qui (comme le latin genus, gigno → voir indigène) donne de nombreux dérivés.;gène;;;Grec;Moyen;;géno-;2;;2;FALSE
G;2;1;géo;géo-;;la terre;Du grec ancien γῆ, gễ (« la Terre »).;géo;;;Grec;Frequent;;géo-;2;;2;FALSE
G;1;2;gér;gér-;;le vieillard;;;;gériatrie;;Rare;gériatre, gériatrie, neurogériatrie, psychogériatrie;gér-;1;;1;FALSE
G;1;2;géront;géront-;;le vieillard;;;;gérontisme;;Rare;;géront-;1;;1;FALSE
G;2;2;géronto;géronto-;;le vieillard;;;;;;Moyen;;géronto-;2;;2;FALSE
G;2;2;giga;giga-;;géant(e) -> milliard;Du grec ancien γίγας, gígas (« géant »).;;;gigahertz;Grec;Rare;;giga-;2;;2;FALSE
G;1;2;gigant;gigant-;;géant(e);Du latin gigas, gigantis (« géant »).;;;gigantisme;Latin;Rare;;gigant-;1;;1;FALSE
G;2;2;giganto;giganto-;;géant(e);Du latin gigas, gigantis (« géant »).;;;gigantoraptor;Latin;Moyen;;giganto-;2;;2;FALSE
G;1;3;gloss;gloss-;;la langue;Du grec ancien γλῶσσα, glỗssa (« langue »).;glosso;;;Grec;Moyen;;gloss-;1;;1;FALSE
G;2;3;glosse;;-glosse;langue;Du grec ancien γλῶσσα, glỗssa (« langue »).;glosso;;;Grec;Frequent;;;2;-glosse;2;FALSE
G;2;3;glossie;;-glossie;langue;Du grec ancien γλῶσσα, glỗssa (« langue »).;glosso;;;Grec;Moyen;;;2;-glossie;2;FALSE
G;2;3;glosso;glosso-;;la langue;Du grec ancien γλῶσσα, glỗssa (« langue »).;glosso;;;Grec;Moyen;;glosso-;2;;2;FALSE
G;1;2;gluc;gluc-;;le sucre;Du grec ancien γλυκύς, glykýs (« sucré »).;gluco;;;Grec;Rare;;gluc-;1;;1;FALSE
G;2;2;gluco;gluco-;;le sucre;Du grec ancien γλυκύς, glykýs (« sucré »).;gluco;;;Grec;Moyen;;gluco-;2;;2;FALSE
G;1;2;glyc;glyc-;;le sucre;Du grec ancien γλυκύς, glukús (« doux, sucré »).;glyco;;;Grec;Moyen;;glyc-;1;;1;FALSE
G;2;2;glyco;glyco-;;le sucre;Du grec ancien γλυκύς, glukús (« doux, sucré »).;glyco;;;Grec;Frequent;;glyco-;2;;2;FALSE
G;1;2;glyph;glyph-;;la gravure;;;;;;Rare;;glyph-;1;;1;FALSE
G;2;2;glyphe;;-glyphe;gravure;;;;;;Moyen;;;2;-glyphe;2;FALSE
G;2;2;glypho;glypho-;;la gravure;;;;glyphosate;Moderne;Absent;;glypho-;2;;2;FALSE
G;2;3;gnathe;;-gnathe;mâchoire;Du grec ancien γνάθος, gnathos (« mâchoire »).;;;;Grec;Moyen;;;2;-gnathe;2;FALSE
G;2;3;gnathie;;-gnathie;mâchoire;Du grec ancien γνάθος, gnathos (« mâchoire »).;;;;Grec;Moyen;;;2;-gnathie;2;FALSE
G;2;2;gnose;;-gnose;connaissance;Du grec ancien γνῶσις, gnôsis (« connaissance »).;;;;Grec;Moyen;;;2;-gnose;2;FALSE
G;2;2;gnoséo;gnoséo-;;la connaissance;Du grec ancien γνῶσις, gnôsis (« connaissance »).;;;;Grec;Rare;;gnoséo-;2;;2;FALSE
G;2;2;gnosie;;-gnosie;connaissance;Du grec ancien γνῶσις, gnôsis (« connaissance »).;;;;Grec;Frequent;;;2;-gnosie;2;FALSE
G;2;2;gone;;-gone;procréation;Du grec ancien γόνος, gónos (« procréation »).;gono (gonos);;sporogone;Grec;Frequent;;;2;-gone;2;FALSE
G;2;2;gone;;-gone;angle;Du grec ancien γωνία, gônia (« angle, coin »), apparenté à γόνυ, gonou (« genou »).;gono (gonia);;pentagone;Grec;Frequent;;;2;-gone;2;TRUE
G;2;2;gonie;;-gonie;procréation;Du grec ancien γόνος, gónos (« procréation »).;gono (gonos);;;Grec;Moyen;;;2;-gonie;2;FALSE
G;2;2;gonio;gonio-;;l'angle;Du grec ancien γωνία, gônia (« angle, coin »), apparenté à γόνυ, gonou (« genou »).;gono (gonia);;goniomètre;Grec;Moyen;;gonio-;2;;2;FALSE
G;2;2;gono;gono-;;la procréation;Du grec ancien γόνος, gónos (« procréation »).;gono (gonos);;;Grec;Frequent;;gono-;2;;2;FALSE
G;2;3;grade;;-grade;marche;Du latin gradus (« pas, marche »).;;;plantigrade, centigrade;Latin;Moyen;;;2;-grade;2;FALSE
G;1;2;gram;gram-;;l'écriture;Du grec ancien γράμμα, grámma (« signe, écrit »).;gramma;;photogrammétrie;Grec;Moyen;aérophotogrammétrique, kilogrammètre, photogrammètre, photogrammétrie, photogrammétrique;gram-;1;;1;FALSE
G;2;2;gramme;;-gramme;écriture;Du grec ancien γράμμα, grámma (« signe, écrit »).;gramma;;télégramme;Grec;Frequent;;;2;-gramme;2;FALSE
G;2;1;gramme;;-gramme;gramme;Du latin scrupulum (« scrupule »), unité de poids égale au vingt-quatrième de l’once. Son altération en scripulum amena à tort les Grecs à le croire dérivé de scribere, (« écrire ») et à le rendre par γράμμα, gramma (« signe écrit »).;scrupulum;;kilogramme;Grec;Frequent;centigramme, décagramme, décigramme, hectogramme, kilogramme, microgramme, milligramme, nanogramme;;2;-gramme;2;TRUE
G;1;2;graph;graph-;;l'écriture;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Moyen;;graph-;1;;1;FALSE
G;2;2;graphe;;-graphe;qui écrit;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Frequent;;;2;-graphe;2;FALSE
G;2;2;graphie;;-graphie;écriture;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Frequent;;;2;-graphie;2;FALSE
G;1;2;graphique;;-graphique;écriture;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Frequent;;;1;-graphique;1;FALSE
G;2;2;graphisme;;-graphisme;écriture;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Rare;;;2;-graphisme;2;FALSE
G;2;2;grapho;grapho-;;l'écriture;Du grec ancien γράφος, gráphos (« écrit »).;grapho;;;Grec;Moyen;;grapho-;2;;2;FALSE
G;2;2;gravi;gravi-;;le poids;Du latin gravis (« lourd, poids »).;;;gravimétrie;Latin;Moyen;;gravi-;2;;2;FALSE
G;2;2;gyne;;-gyne;femme / femelle;Du grec ancien γυνή, gunế (« femme »), génitif : γυναικός, gunaikós qui donne la variante gynéco- de ce préfixe.;gyno;;;Grec;Frequent;;;2;-gyne;2;FALSE
